Answer.misread_instructions,proportion,sentence,quantifier,rating,Answer.condition,trial,Answer.time_in_minutes,workerid
,60,... most of the gumballs.,most,1,,14,2.3490166666666665,38
,60,... all of the gumballs.,all,0,,14,2.3490166666666665,38
,60,,other,0,,14,2.3490166666666665,38
,10,... some of the gumballs.,some,1,,15,2.3490166666666665,38
,10,... most of the gumballs.,most,0,,15,2.3490166666666665,38
,10,... all of the gumballs.,all,0,,15,2.3490166666666665,38
,10,,other,0,,15,2.3490166666666665,38
,100,... some of the gumballs.,some,0,,16,2.3490166666666665,38
,100,... most of the gumballs.,most,0,,16,2.3490166666666665,38
,100,... all of the gumballs.,all,1,,16,2.3490166666666665,38
,100,,other,0,,16,2.3490166666666665,38
,40,... all of the gumballs.,all,0.03,,1,3.8524833333333333,39
,40,... some of the gumballs.,some,0.8,,1,3.8524833333333333,39
,40,... most of the gumballs.,most,0.16999999999999993,,1,3.8524833333333333,39
,40,,other,0,,1,3.8524833333333333,39
,90,... all of the gumballs.,all,0.49,,2,3.8524833333333333,39
,90,... some of the gumballs.,some,0.12,,2,3.8524833333333333,39
,90,... most of the gumballs.,most,0.3899999999999999,,2,3.8524833333333333,39
,90,,other,0,,2,3.8524833333333333,39
,100,... all of the gumballs.,all,1,,3,3.8524833333333333,39
,100,... some of the gumballs.,some,0,,3,3.8524833333333333,39
,100,... most of the gumballs.,most,0,,3,3.8524833333333333,39
,100,,other,0,,3,3.8524833333333333,39
,25,... all of the gumballs.,all,0,,4,3.8524833333333333,39
,25,... some of the gumballs.,some,0.88,,4,3.8524833333333333,39
,25,... most of the gumballs.,most,0.11999999999999988,,4,3.8524833333333333,39
,25,,other,0,,4,3.8524833333333333,39
,90,... all of the gumballs.,all,0.23,,5,3.8524833333333333,39
,90,... some of the gumballs.,some,0,,5,3.8524833333333333,39
,90,... most of the gumballs.,most,0.77,,5,3.8524833333333333,39
,90,,other,0,,5,3.8524833333333333,39
,60,... all of the gumballs.,all,0,,6,3.8524833333333333,39
,60,... some of the gumballs.,some,0.32,,6,3.8524833333333333,39
,60,... most of the gumballs.,most,0.68,,6,3.8524833333333333,39
,60,,other,0,,6,3.8524833333333333,39
,10,... all of the gumballs.,all,0,,7,3.8524833333333333,39
,10,... some of the gumballs.,some,1,,7,3.8524833333333333,39
,10,... most of the gumballs.,most,0,,7,3.8524833333333333,39
,10,,other,0,,7,3.8524833333333333,39
,40,... all of the gumballs.,all,0,,8,3.8524833333333333,39
,40,... some of the gumballs.,some,0.84,,8,3.8524833333333333,39
,40,... most of the gumballs.,most,0.15999999999999992,,8,3.8524833333333333,39
,40,,other,0,,8,3.8524833333333333,39
,50,... all of the gumballs.,all,0,,9,3.8524833333333333,39
,50,... some of the gumballs.,some,0.5,,9,3.8524833333333333,39
,50,... most of the gumballs.,most,0.5,,9,3.8524833333333333,39
,50,,other,0,,9,3.8524833333333333,39
,100,... all of the gumballs.,all,1,,10,3.8524833333333333,39
,100,... some of the gumballs.,some,0,,10,3.8524833333333333,39
,100,... most of the gumballs.,most,0,,10,3.8524833333333333,39
,100,,other,0,,10,3.8524833333333333,39
,25,... all of the gumballs.,all,0,,11,3.8524833333333333,39
,25,... some of the gumballs.,some,1,,11,3.8524833333333333,39
,25,... most of the gumballs.,most,0,,11,3.8524833333333333,39
,25,,other,0,,11,3.8524833333333333,39
,60,... all of the gumballs.,all,0,,12,3.8524833333333333,39
,60,... some of the gumballs.,some,0.67,,12,3.8524833333333333,39
,60,... most of the gumballs.,most,0.32999999999999996,,12,3.8524833333333333,39
,60,,other,0,,12,3.8524833333333333,39
,50,... all of the gumballs.,all,0,,13,3.8524833333333333,39
,50,... some of the gumballs.,some,0.71,,13,3.8524833333333333,39
,50,... most of the gumballs.,most,0.29000000000000004,,13,3.8524833333333333,39
,50,,other,0,,13,3.8524833333333333,39
,75,... all of the gumballs.,all,0,,14,3.8524833333333333,39
,75,... some of the gumballs.,some,0.25,,14,3.8524833333333333,39
,75,... most of the gumballs.,most,0.75,,14,3.8524833333333333,39
,75,,other,0,,14,3.8524833333333333,39
,10,... all of the gumballs.,all,0,,15,3.8524833333333333,39
,10,... some of the gumballs.,some,1,,15,3.8524833333333333,39
,10,... most of the gumballs.,most,0,,15,3.8524833333333333,39
,10,,other,0,,15,3.8524833333333333,39
,75,... all of the gumballs.,all,0,,16,3.8524833333333333,39
,75,... some of the gumballs.,some,0.27000000000000013,,16,3.8524833333333333,39
,75,... most of the gumballs.,most,0.73,,16,3.8524833333333333,39
,75,,other,0,,16,3.8524833333333333,39
